variable,vif
interest_fluctuation,11.112786229394567
comparison_frequency,6.869333868380891
sleep_issues,6.296855786927185
distractibility_scale,15.603580423896986
difficulty_concentrating,14.797502303286759
seeks_validation,5.58842851166833
