interest_fluctuation,comparison_frequency,sleep_issues,distractibility_scale,difficulty_concentrating,seeks_validation
0.25107106135225443,0.16293394080076573,0.1394549477290484,0.14609958585491195,0.19908951991651824,0.10135094434650115
0.21326398215176187,0.20479973280773894,0.14732880783149396,0.07992903410860686,0.2745028678378614,0.08017557526253716
0.20847009467686575,0.1523125568221299,0.12825976454164437,0.12985865596072946,0.29807029217911135,0.0830286358195191
0.21624934152464997,0.26123128932321676,0.12708552938329296,0.09463124541290893,0.1812907122448841,0.11951188211104734
0.20106243727868836,0.18614683670067844,0.14276298832114986,0.1193141792750443,0.26569747824964496,0.08501608017479421
0.21989518607704062,0.15240646036799163,0.14461832448307382,0.12091268561883839,0.24492034722088293,0.11724699623217263
0.22924116544023476,0.15673031313800276,0.1493876786950479,0.17151043442322955,0.22654874233483085,0.06658166596865424
0.16689826216915965,0.180911598323237,0.18779049615480964,0.17126258979718076,0.1889208030913285,0.10421625046428452
0.19957793744834487,0.16737093047228685,0.13529680993256174,0.11425576530014714,0.25523942101117164,0.12825913583548781
0.24209132684429363,0.149675083347557,0.19590088336280626,0.10746643164632387,0.193357160369905,0.11150911442911438
0.2400188117113065,0.15640986595141407,0.11012938300496046,0.1170225994899385,0.27286039414790864,0.10355894569447181
0.23589358372151475,0.21527914121905345,0.14618682239209996,0.09083546881089415,0.21233305928042362,0.09947192457601399
0.17954046180399383,0.2289923583147586,0.13214331804461643,0.127323795588951,0.2302731488116914,0.10172691743598881
0.20114520281978232,0.21354464840997275,0.14732872875597103,0.12642846549287948,0.18261273484583948,0.12894021967555488
0.21204566232273478,0.22261544651453744,0.14240164815336587,0.11551984855441115,0.1952138095150317,0.11220358493991911
0.19939430129785946,0.23450447155296303,0.13562776854166006,0.10774849212431001,0.2374522758351786,0.08527269064802893
0.22727042531909927,0.2005519529405773,0.11069461305339617,0.1350119018885917,0.22306354420161562,0.10340756259671997
0.27323604332156237,0.15053291581464634,0.1535218496462404,0.11267854736151778,0.2073984946545592,0.10263214920147395
0.1551468372743281,0.19475949145747293,0.1570387978851769,0.15368437794552844,0.23968479112887026,0.09968570430862339
0.20228910740484332,0.16106000227405043,0.1424029281541241,0.10164370346049506,0.2924330633710625,0.10017119533542454
0.21973552985875316,0.18731835353026555,0.1081385405797172,0.13609532227182,0.21124844248709973,0.13746381127234433
0.19120218467738329,0.1902249122817716,0.11199254050803958,0.15963830642207855,0.24764027694673998,0.09930177916398707
0.2806341913085743,0.10072672531356482,0.15526439568921485,0.14362134426195555,0.21405302819974958,0.10570031522694076
0.13674584023508843,0.20649149879315687,0.1045172427621435,0.12469856683677151,0.3184093883159887,0.10913746305685086
0.22354249264603565,0.14486823022692502,0.16182040077081228,0.09833435874838413,0.24954868316680573,0.12188583444103718
0.2471150404138968,0.19908269107305232,0.1543705202791078,0.10842231328505185,0.21958626291947525,0.07142317202941595
0.2201833419791375,0.157055597153104,0.2055397386398604,0.09775546248285336,0.21394228295185744,0.10552357679318736
0.19969632029614728,0.1414562460981854,0.15913184612733733,0.11675197284199858,0.27474016810406143,0.10822344653227006
0.1682774016049078,0.19388024331850634,0.15589243329767472,0.13819938021326145,0.2304370538507722,0.11331348771487744
0.22922514408508865,0.20482711791416158,0.1306504291116658,0.09746597148035767,0.237747490645294,0.10008384676343232
0.23548529119306483,0.16759472098245226,0.16656020786181186,0.11007874433997598,0.22323209507383934,0.09704894054885571
0.20523523136474692,0.23289038458576433,0.11119835514973814,0.11596807840663996,0.230895143512347,0.10381280698076367
0.18602402111790803,0.22777048914176437,0.12157097881366405,0.12963167730042222,0.21542853567024955,0.11957429795599173
0.21031514499430898,0.17185365303437505,0.12765490565943655,0.13208269198611874,0.26957156009387934,0.08852204423188142
0.17369103884132756,0.18114101991194512,0.1636376511742284,0.12772866459997484,0.2548509907501239,0.09895063472240012
0.14509520989211203,0.17229783676841728,0.1270728979012082,0.1421344232667489,0.31056116870371603,0.10283846346779751
0.1702057340422779,0.1795768050747495,0.16750945623398078,0.11169370293016564,0.27557444760564453,0.0954398541131817
0.20628079422438042,0.2023815336823427,0.11863823419067844,0.11215069408970788,0.23389389061126742,0.126654853201623
0.2411323287879977,0.1508745241073709,0.14182352753864474,0.11453245479636151,0.24090238251119125,0.11073478225843376
0.19011470930550337,0.1875506600530006,0.16695399026769484,0.12308101785449883,0.2394662733457725,0.09283334917352999
0.1941084848667886,0.16314099389400533,0.16636260646492343,0.12898487460208588,0.22189502160520694,0.12550801856698982
0.15802493265599993,0.1981431615835754,0.14115061320653818,0.11769329657496876,0.2839049475394323,0.10108304843948548
0.20256611028590418,0.1672363195122236,0.12875141751953628,0.17526502196109248,0.23468313696910229,0.09149799375214132
0.27356530756133673,0.18968707916016897,0.10243944848278512,0.12436626471602562,0.20306468961108748,0.10687721046859594
0.206274035792107,0.17477645667737074,0.15813858718125706,0.12573229986381879,0.24206044072028063,0.09301817976516578
0.17683773119728563,0.13104181328379205,0.15127591007284083,0.19708224131821855,0.2428090496360878,0.10095325449177518
0.17163976197519762,0.20454657129094753,0.12572149446262004,0.11752392285374265,0.2882221565924938,0.09234609282499841
0.1868104134772639,0.1512185596581817,0.1676302930338292,0.11828946733536796,0.2966882558553836,0.07936301063997368
0.18834532808806662,0.16987936069547147,0.19055469193084898,0.13102511263837174,0.2154326271555625,0.10476287949167867
0.20833176590572766,0.1370840402261796,0.1424244780285759,0.1488101564860898,0.26435559581602774,0.09899396353739943
0.2477175702844122,0.15078744563458,0.18827643607620803,0.11269183672745348,0.20471428271747036,0.09581242855987604
0.2290998456435204,0.10444048427058217,0.14781312546791678,0.1820028065024607,0.21365822358180447,0.12298551453371553
0.2225821281335994,0.2045036051430407,0.13113820607883173,0.09558977542634926,0.23897840033359233,0.10720788488458644
0.3076897034472536,0.16461063113132812,0.1053400215208181,0.14608088256017115,0.17330174180453972,0.10297701953588931
0.20615999932161908,0.16905322178131005,0.1328835538106405,0.13445727593698947,0.24619023316275707,0.11125571598668396
0.16631233107184523,0.18959689874697688,0.16104319004827747,0.09460371792682518,0.277984629491584,0.11045923271449123
0.20494563925635773,0.17735040173506836,0.1466910479838846,0.08994944812998035,0.26971065408813255,0.11135280880657654
0.23746365082690352,0.2132485059983357,0.1597247092028011,0.11644682651363142,0.1943738406639155,0.0787424667944128
0.24475366759858821,0.17309874984750223,0.13975348202034893,0.11599750317441927,0.2180468359919807,0.10834976136716083
0.2282415761425592,0.22125462098754725,0.13268710927348992,0.10679024723679571,0.2164523193227034,0.09457412703690461
0.2155759082492325,0.17439384922870926,0.17432703104233926,0.15903507625547067,0.17250805207815123,0.10416008314609702
0.23535347457030145,0.21091027655889355,0.11518858484888689,0.1274278866702718,0.20839246049584786,0.10272731685579853
0.20999538921895733,0.16312007315195032,0.15510666115312466,0.1396860467216868,0.21951762456755397,0.112574205186727
0.23962746892993134,0.18244976640390825,0.12258682687611162,0.12685538704466728,0.2295465005624058,0.09893405018297584
0.1657503197215873,0.229899470626415,0.16903079073806673,0.13571868804131987,0.20674420151519343,0.09285652935741773
0.3283550551928226,0.15048257888592412,0.1350363839114711,0.14962031327501757,0.1558841676542365,0.08062150108052799
0.2524186595296384,0.1699031438403392,0.13618813043337527,0.13199226538374614,0.2049032210842329,0.10459457972866808
0.24007117389995303,0.17989967605545495,0.14322284532860954,0.17018654582668238,0.17921552135708885,0.08740423753221127
0.20646415561232484,0.178456600371985,0.12987372670552427,0.13001732912178846,0.2338646466296585,0.12132354155871902
0.17360418105210587,0.2053722484461933,0.1782754554447355,0.08460270061793428,0.2588578757477842,0.09928753869124671
0.21998677034993624,0.16442828068418655,0.12176019550951647,0.15572873555763186,0.2305055143680391,0.10759050353068982
0.2443826917537891,0.20580706213655958,0.11478315259965652,0.15688508111073723,0.16827114474308713,0.10987086765617052
0.18265980373824003,0.208200445146538,0.10610910115060726,0.126607698764231,0.2616824021897887,0.11474054901059506
0.18386702378695605,0.18647280242707218,0.13271893953555558,0.15898689959552254,0.2529537524864536,0.0850005821684402
0.24652780394850024,0.16791357588709205,0.1311867492101612,0.12663805576067647,0.2382565949798518,0.08947722021371822
0.21996400444917555,0.15705449711100378,0.11195751506624928,0.13737718878522198,0.265002771588072,0.10864402300027745
0.23932604746148262,0.19452234744727567,0.14183385409034818,0.13590189660606566,0.1994435462542745,0.08897230814055339
0.24262833479893017,0.1768933464718444,0.16118246160355262,0.12361856437597246,0.2031857586860842,0.09249153406361606
0.15066939292406234,0.20608079824093883,0.1407254147058962,0.12343514575059612,0.26883771670299383,0.11025153167551274
0.22811943069539078,0.16144621608778997,0.13511205422426123,0.14525749534034169,0.20675406989763534,0.12331073375458092
0.17092605548163844,0.15676653724660664,0.17108689806773747,0.13071557365259487,0.27984715106625235,0.09065778448517038
0.18467601649293905,0.19875687113375456,0.13600978780034184,0.16804642480337678,0.2216776666372705,0.09083323313231731
0.21251208168491148,0.1870497988177758,0.13450942931954446,0.1400653414126938,0.23966444656219796,0.08619890220287625
0.2344481006353519,0.17286747941833872,0.1425402364132422,0.11718113574495294,0.21486736451019892,0.11809568327791536
0.2293332433841612,0.17730604652305937,0.15371743956985698,0.09360473831166785,0.25484451312252393,0.09119401908873051
0.17675786106388194,0.18660963518630996,0.11127910073427323,0.1462366554792385,0.2684550702744635,0.1106616772618329
0.20085487590217516,0.2011983396920102,0.14706162276130738,0.1133737547398966,0.24265580401766496,0.09485560288694571
0.2306067842059771,0.18452143378288835,0.1582473311991044,0.09530082055223246,0.2181758641918285,0.11314776606796928
0.20255029062665472,0.19384810220079876,0.17577393347813994,0.11100973281559451,0.20974164215288965,0.10707629872592239
0.14083202008568957,0.22426077884876425,0.15710568284210907,0.09972104404294302,0.261053649931357,0.11702682424913709
0.17380601589484335,0.2455904121884218,0.17313012193370136,0.10772166867054675,0.19954240330028147,0.10020937801220522
0.25732073132124456,0.153792957808284,0.13860545632127053,0.12657568576487138,0.18206533611772124,0.14163983266660823
0.18874971679766417,0.24878399085804248,0.1568989078376021,0.1071921990282767,0.2032871467564206,0.09508803872199396
0.16333520261571954,0.1840204652479933,0.1295512747849974,0.16108143597665048,0.2642623356476941,0.09774928572694519
0.2121340515613608,0.143494968745748,0.12939286030818165,0.1088868504647884,0.3119293214228167,0.09416194749710438
0.178710542297953,0.195186603699384,0.15698874123902737,0.1421739740807369,0.2069817284518881,0.11995841023101057
0.17998723960318044,0.22727346048383726,0.1142825120708537,0.11556195168338357,0.22668456954532837,0.13621026661341645
0.20221674899402495,0.1813054007446361,0.14384378338061615,0.19351504175190473,0.17883955134855495,0.10027947378026315
0.22671460934124707,0.12482732799404578,0.14512883489389178,0.1587104813036019,0.26776867735644805,0.07685006911076542
0.2621509874004304,0.13550453861970793,0.13399265664571672,0.1574510988772828,0.22708090155463956,0.08381981690222239
0.2474682509911521,0.22070933190118805,0.14070237466604468,0.10494181375762995,0.19466464275993703,0.09151358592404808
0.2333448003540426,0.1437932686067778,0.14382347246684388,0.11752688941582425,0.29138686063500974,0.07012470852150181
0.2353295618439274,0.19349905451029853,0.16494594736374948,0.11301840648325766,0.18244566665939196,0.11076136313937496
0.20170903466081755,0.2063218893017159,0.11080015313053092,0.12789104883357044,0.2231803394577957,0.1300975346155696
0.24246451953294104,0.17190284195600394,0.13054961998127015,0.13756432208618213,0.2150742338392675,0.10244446260433525
0.17318228039343608,0.18426984408448543,0.17496926723405895,0.1480932691401828,0.21468871375232096,0.10479662539551579
0.11943917436075972,0.19562406497069298,0.15921417169910496,0.11377439548172115,0.30210008620977463,0.1098481072779466
0.18818249351169455,0.17688566402698946,0.13906241214781612,0.09125523145802025,0.32363307023896526,0.08098112861651431
0.20682199840794216,0.15892585382320978,0.17733444679810798,0.14131709209620336,0.22800829348335055,0.08759231539118606
0.21995059987088408,0.1542438972712847,0.11952665907038004,0.12490581181359849,0.2850894647577652,0.09628356721608751
0.1878389420331276,0.24982194239081107,0.1363756805343377,0.11690219380439694,0.21750217476865252,0.0915590664686741
0.14764457492621844,0.17077315093715636,0.15002455181290827,0.19754985815909315,0.22708611003215576,0.10692175413246803
0.18761281834690638,0.1375647371089478,0.13725560831346126,0.18281078556631047,0.26568643898500693,0.0890696116793672
0.19597064437271064,0.17233671370574072,0.15215126534941117,0.11110945401058009,0.283565175367886,0.08486674719367132
0.24850950185322002,0.17534170961610684,0.17641432115936542,0.09669928424256044,0.21098301008929404,0.09205217303945328
0.19708200312511662,0.199583328584786,0.12330107819378597,0.10656990799907674,0.26491979730972637,0.10854388478750836
0.20722558413273945,0.1508157441084571,0.1321297243970662,0.12889669542136697,0.25410746470002216,0.1268247872403482
0.24291676598365303,0.1915632625695202,0.12327191605923628,0.11529932686092888,0.2310299844982261,0.09591874402843548
0.19751176439951196,0.18071050882396306,0.14532527221728084,0.13447979097041984,0.23479607333483304,0.10717659025399126
0.26497999574817627,0.2029764325693899,0.09127062834988636,0.09683390847748347,0.2481015159438026,0.09583751891126144
0.167998752304189,0.19026035639208974,0.1318713548647911,0.17902656373751458,0.23437704499997553,0.09646592770144
0.19700577514900924,0.24769494470680867,0.14140051549183044,0.11872754491810625,0.1862836184574118,0.10888760127683376
0.23252229741780636,0.1886308023474098,0.16872173847055486,0.12849700203174386,0.17200972435193668,0.10961843538054827
0.1962176887881325,0.16646026944620237,0.12861321469212886,0.13111926727762957,0.2710415324240376,0.10654802737186904
0.22942921879262318,0.17289335435099115,0.12135903249822319,0.1556100163917215,0.22419238224626503,0.09651599572017597
0.22348728490679853,0.2090330050885403,0.14472269597503049,0.11573344800795757,0.20907799129766771,0.09794557472400547
0.2247383582365734,0.1817693240903078,0.13320534738188378,0.12409804082569027,0.2500542116780892,0.08613471778745552
0.1865581929300886,0.18868702405825044,0.1442267251620476,0.14609012773072347,0.22038932685569015,0.11404860326319978
0.23327855173645592,0.1740917029172004,0.14127981435194617,0.10214614139830525,0.2474509544870651,0.10175283510902716
0.20717717218177942,0.1446374141285751,0.12803813178368598,0.16319876145626253,0.24418468467306026,0.11276383577663676
0.2843530408272611,0.1229157612878612,0.16258745532871324,0.1521890555880788,0.20779651673390273,0.07015817023418311
0.20207617251399304,0.1726846929260921,0.16987456435216824,0.13346087095760156,0.24901545295267044,0.07288824629747452
0.23065130900565026,0.15651005914007232,0.17563172531240195,0.09591584303708675,0.22357124678895995,0.11771981671582894
0.2068565094849319,0.1600142259316094,0.17885547727390208,0.10991824823201209,0.2348790528244657,0.10947648625307879
0.215620952051744,0.178868504002699,0.18182484837313392,0.14786040295493347,0.1864023354582763,0.08942295715921328
0.2679157952927595,0.1589985091210676,0.11964184770856225,0.10560801435569722,0.23780986835854767,0.11002596516336585
0.21714199891357897,0.22951777713939717,0.1475088442110902,0.10503440862546178,0.1951377089779396,0.10565926213253235
0.25517314908246447,0.1622164835140304,0.16633494036487625,0.13047293832295032,0.19450019384204056,0.09130229487363792
0.18918155252082752,0.18207980568491497,0.21153452298161152,0.12421626813865115,0.19723453526109405,0.0957533154129008
0.1850088307799729,0.18250584375225534,0.18917939069798304,0.12358356916464226,0.22379722332178678,0.09592514228335976
0.20330443938815354,0.17855073284986483,0.1778996115415625,0.1105466980413341,0.22284935181375745,0.1068491663653276
0.1761053125810278,0.2665660258852205,0.13782755675040972,0.11592643009273608,0.21140272943316923,0.09217194525743674
0.22074214070719728,0.1618795091133179,0.16147068908203188,0.11169064793220887,0.24856418203741343,0.09565283112783055
0.18495670040077075,0.22247378715861718,0.1387649230520508,0.10462359099595339,0.25296147740826336,0.09621952098434447
0.17919893214820126,0.19792426035697366,0.16021489593995836,0.10901890995805215,0.258606996249549,0.0950360053472657
0.20303003923266957,0.20030338028615013,0.17883377968120484,0.13056644370892823,0.18564646701066118,0.10161989008038598
0.25034157339270047,0.1779789909241801,0.17015301886691378,0.12816982353794312,0.17986960254446635,0.09348699073379618
0.23872190047506453,0.2115753881057638,0.14391351821394915,0.11897307630436849,0.20482794599819454,0.08198817090265931
0.2024277579268279,0.14705356030124606,0.15578919660875382,0.12542361351007375,0.28554788289577665,0.08375798875732177
0.19171337606044947,0.16854618671562308,0.13460518321984552,0.12575141139314297,0.28186504148449576,0.09751880112644307
0.20382103109746513,0.20188627192220895,0.12339164028055963,0.12628070761931642,0.21964544078019552,0.12497490830025423
0.19706152570361643,0.1752804889071835,0.14472164656370512,0.169288145825794,0.21368694722094964,0.09996124577875137
0.2644416154222845,0.13695540890460503,0.1446517394564506,0.11694233169109626,0.25761534432592464,0.07939356019963884
0.23915481363374383,0.19801745342070642,0.13755290836093279,0.1358300177023737,0.21691478574212164,0.07253002114012157
0.15969685872341052,0.2067521334742256,0.12068960233315108,0.12167893407153121,0.29597707926139477,0.09520539213628693
0.182555787683592,0.19780918351928398,0.14133210529056126,0.12179081545884884,0.2664963464267787,0.09001576162093508
0.20586535487794,0.17250721455919282,0.15365120151975226,0.09070140477976833,0.2761824715242018,0.10109235273914469
0.2470754603228162,0.17514358019622148,0.11980939382534617,0.14271103626325302,0.2362321081439295,0.07902842124843355
0.17252630934015506,0.18019961098722778,0.16275825476163677,0.12160954190034938,0.25704697873656973,0.10585930427406139
0.18010478236878402,0.13087863958971122,0.16882562621080005,0.141123065132484,0.2802553619566274,0.0988125247415932
0.2087099945194092,0.17645798141231384,0.10518387314199416,0.1584834481387511,0.2331399926923741,0.11802471009515766
0.22661145457936552,0.1583111792352507,0.15598274671965037,0.15582849026528148,0.21213559013013392,0.09113053907031803
0.19331822586955155,0.14054267336107532,0.16248542634911253,0.1695767041552167,0.23301491088758705,0.1010620593774569
0.22009632761143735,0.19049833239706307,0.139069824751054,0.1570643248055298,0.20665992030276756,0.08661127013214824
0.23555444504185416,0.1560923679246286,0.17326231072622383,0.18424660893858277,0.15561533466222674,0.09522893270648385
0.17034304091951613,0.20980583800456246,0.10349521670420053,0.16375056518753567,0.24611853040989398,0.10648680877429115
0.18240676429798103,0.16426799738147538,0.1757099648955113,0.10863075622315371,0.2820024133897497,0.08698210381212894
0.1909515580695569,0.16953100072469368,0.15705189043478743,0.1132996830627537,0.2614788915273024,0.10768697618090572
0.18777361581535018,0.15906143463397063,0.16853780601330623,0.13636943978576874,0.25695229485970283,0.09130540889190142
0.22914335593976434,0.18610512218780367,0.1218115072109581,0.12580980316169962,0.24038902038653578,0.09674119111323846
0.2163490532896079,0.17912427243060014,0.15379917990948874,0.1494483919502605,0.20787782404182154,0.09340127837822107
0.24678123674850272,0.19462332154167927,0.12090881392230593,0.1361559015663302,0.19150059400954592,0.11003013221163595
0.2145552312299471,0.21405478835795716,0.19223297503161108,0.11314471611823648,0.15674324788734034,0.10926904137490798
0.17748766546460912,0.15455895869890687,0.15780360298392895,0.16716625401046611,0.2356430579135737,0.10734046092851526
0.22450488741133912,0.1477434264695904,0.1325485964669352,0.10626735360510804,0.26074075154546533,0.12819498450156197
0.22539554908725748,0.1789729193518911,0.17405697108772472,0.10224476889926884,0.22496857063564105,0.09436122093821687
0.23797596917146235,0.1667183908497017,0.18643939782416707,0.11179853174359254,0.20545314899643755,0.09161456141463883
0.2011349601372714,0.18717543615562612,0.16652708346901826,0.11467288646542,0.23964284315363762,0.09084679061902665
0.1685852387268666,0.18905750627587048,0.1795151719964104,0.1298570738057096,0.23936467518440563,0.09362033401073726
0.2009592828334802,0.205419913533166,0.1789002009059864,0.11750704216192291,0.19647196554996985,0.1007415950154747
0.20086326578655248,0.17383741816489182,0.1736448007000788,0.10830805044653583,0.23492474958470932,0.10842171531723173
0.19032061037458203,0.22904552406393452,0.1706390806951559,0.11486022452527636,0.1863302095806146,0.1088043507604366
0.18082283735877558,0.24333104516021878,0.1264746130769014,0.1034886765523816,0.20306359500116283,0.14281923285055984
0.15668564504994498,0.24069355519878535,0.13330227353986854,0.1142993230332487,0.254164827362856,0.10085437581529638
0.2173444433309251,0.12550507036291142,0.17227735361416155,0.11306155241138549,0.28736339957373586,0.08444818070688076
0.16757274774595107,0.18061332129703267,0.13957118971846555,0.13243914907358245,0.27440113299487157,0.10540245917009672
0.18914431062254253,0.17575916699805774,0.1295377500662493,0.15437445162074673,0.23503759221161774,0.11614672848078597
0.24224697066553336,0.1700504968115203,0.14029002640681254,0.15377573384803175,0.18300076283893188,0.11063600942917019
0.19812498513293186,0.17371605258329229,0.1535498663487116,0.09289525016936066,0.2867591374036254,0.09495470836207819
0.19719009305981244,0.20214485218242936,0.17500959289242798,0.14580162420193873,0.20371811113944224,0.0761357265239493
0.2240373128499183,0.20640846112744637,0.17588625576375544,0.1208259007700611,0.18550263680426823,0.08733943268455055
0.19911085510266494,0.13895776019398212,0.17858593277497045,0.14002608628327368,0.24324268812975802,0.10007667751535089
0.24707630714166925,0.19275762458879772,0.1565472658160595,0.1262482701916072,0.15868835977532644,0.11868217248653995
0.2131100163672895,0.16921962878057914,0.13544472521998052,0.17534007906612267,0.20581783219363525,0.10106771837239287
0.1765739399263533,0.17386916357395732,0.18919913032534103,0.12129586053685976,0.21410993428949307,0.1249519713479956
0.25052715934849684,0.15908179259529398,0.1372052842641615,0.12139044021435019,0.2172296973589637,0.11456562621873377
0.20124013424986983,0.25427115445422155,0.139676130371982,0.12222184351337353,0.1819780749366779,0.10061266247387508
0.21797319378955637,0.18462051815543748,0.13892239866572467,0.12595288138219718,0.21707239236382336,0.11545861564326095
0.20455168622921258,0.16799673668688445,0.11732318655874326,0.14237010130968636,0.2751962770823909,0.09256201213308247
0.19791355628301988,0.24754081974679615,0.14724837996280346,0.11537088738693169,0.17844535067209236,0.11348100594835658
0.2534088254172437,0.20835299816379674,0.13168056901461664,0.14198640266689208,0.15971773954679,0.10485346519066097
0.1725273062622925,0.22590803953070943,0.10818679616080251,0.11192673458626277,0.3022021931572112,0.07924893030272166
0.18722228639414362,0.20348552812942983,0.12853847352407025,0.1755304062098186,0.1766873275249333,0.12853597821760443
0.25959801992599507,0.16850346859849744,0.14000685635041638,0.10482727359035889,0.21845066817847617,0.10861371335625611
0.21845433477603643,0.14657863528693188,0.19664447908343083,0.11763815053894604,0.21853046290829023,0.10215393740636465
0.16256706408830346,0.23487345507150562,0.18621720273890968,0.10899179054466437,0.19441597305340125,0.11293451450321565
0.16409755704647783,0.1364750904185296,0.13934193240333817,0.1978972501378791,0.250073993614732,0.1121141763790433
0.2522281955105093,0.14935913220376,0.17349283893948733,0.10541058698867538,0.21541082831853214,0.10409841803903597
0.16204660940568452,0.17469998052752855,0.12467086217614642,0.1172215689829703,0.3325561097362798,0.08880486917139045
0.22184974931146928,0.1872092030460813,0.1550640533058664,0.12032588884035997,0.17878929026973642,0.13676181522648673
0.19636309669681293,0.16605499844117963,0.1744464300972754,0.12178068287095975,0.24007253841879733,0.10128225347497498
0.1701700592782096,0.20161531717280953,0.12583129181552336,0.12968241536050057,0.2546002924308171,0.11810062394213983
0.19203278947848032,0.23305641618270376,0.14873806639140577,0.11917039854321214,0.20209749170257316,0.10490483770162473
0.20178303809999057,0.1865867220899701,0.13130728627800062,0.11968790060228827,0.2687080753183131,0.09192697761143748
0.21958580791953627,0.17090965890546345,0.13210028261340828,0.11969213596914641,0.2572226664671164,0.10048944812532926
0.19622777526192262,0.21204597578777296,0.1597542724653519,0.10384567832219424,0.22282361788031657,0.10530268028244168
0.24364722040779835,0.20009477960760813,0.15122017620986458,0.15391974084643698,0.16372856127853794,0.08738952164975398
0.20682203879371977,0.1877910932348089,0.15927280651870074,0.12796020783588125,0.2062053099116087,0.11194854370528078
0.24866352090379518,0.2225119806482647,0.13392283308468492,0.10676893419546812,0.21267305180970805,0.07545967935807904
0.23400996376791544,0.14693165693772278,0.14816042946555683,0.15247986500864477,0.20686070051042643,0.11155738430973375
0.27379040699075785,0.17039039231422218,0.1534880060408773,0.11899709977357364,0.18050967572893936,0.10282441915162971
0.1687155108999099,0.23451376903877483,0.1575326381192967,0.11938436969837937,0.20779502442684442,0.11205868781679496
0.16285568140152748,0.20448860839324443,0.14197466064411615,0.10922832878093512,0.25435161701854847,0.1271011037616283
0.22205974186996325,0.1873580011842199,0.1352420557076122,0.10784760151667651,0.23499102220613177,0.11250157751539637
0.23493365215122056,0.1739609066821589,0.15002746133796416,0.11050750587238578,0.24078163894648807,0.08978883500978227
0.22465540202547868,0.20235638817739574,0.1455281158000157,0.0986611121522251,0.2330786360645422,0.09572034578034255
0.1654975301476648,0.18808899209927973,0.14915896707430343,0.14518803056019994,0.2440115211945092,0.10805495892404278
0.22157475333467364,0.1920849079092506,0.11992319654713934,0.13022891805942052,0.23224415757174272,0.1039440665777733
0.2306867484730584,0.164028232410927,0.17145580823582723,0.12087389039054419,0.21492041548908403,0.09803490500055902
0.26735026564830466,0.1513987931240598,0.1510393828637215,0.12314864650222412,0.2069441201600316,0.10011879170165819
0.1369095863297799,0.279879992648478,0.13894555351619098,0.13091498504921614,0.21130841637566208,0.10204146608067292
0.21169359253261855,0.21416343982224595,0.12887925999285502,0.15136597312640024,0.188182238343574,0.1057154961823063
0.1982506879270735,0.16802327168182135,0.16276761446017066,0.1441324865007557,0.23334041598715288,0.09348552344302592
0.26985419864503785,0.15924568266853797,0.18239518299929292,0.11937418492665812,0.17814644995428847,0.09098430080618473
0.23726248885282075,0.16837919340373309,0.13146823225526297,0.15261885346949564,0.22277164213286701,0.08749958988582042
0.21505467930011618,0.1562799648212507,0.17602273308312238,0.1352498782055834,0.19397028563445753,0.1234224589554698
0.19769705963249415,0.2094159780236214,0.1815906664169063,0.11540585754960571,0.2301176389340633,0.06577279944330919
0.23868312223379864,0.20725531467481978,0.15156884768194212,0.09650487621425413,0.20687223475613126,0.09911560443905418
0.17338336979797117,0.22317484303397153,0.11464153020729297,0.1240451209846589,0.26968199066942805,0.0950731453066774
0.2329376615374509,0.21594090941548286,0.13188556707430787,0.09081524896398774,0.2388561327454207,0.08956448026334994
