const,interest_fluctuation,comparison_frequency,sleep_issues,distractibility_scale,difficulty_concentrating,seeks_validation
0.9040591055260416,0.23153469839256097,0.2104871343426248,0.14414914914667248,-0.04681589572803474,0.23950807873271454,-0.011764749864429186
0.983726990185886,0.2306929250429099,0.19750166372221128,0.09835518164620337,0.13293401050229206,0.041114619868032956,0.10124360291542167
0.7241306228104086,0.2556975936443462,0.19621543326175714,0.10039078246890536,0.019932623743483355,0.2584256681830571,-0.010143843115437978
0.9080616375668618,0.23802021688170585,0.16268020172747916,0.13174115321959706,0.06079084728937914,0.14081525978751558,0.07423035784929041
0.6765439642390564,0.26045396358742384,0.17953879802925926,0.10015682916959243,0.0408624014025053,0.2072768758062326,0.036929393981090304
1.035650199298364,0.11826775055872059,0.18526652563253795,0.13924552557245462,0.011433409185879068,0.22806039686711482,0.09296535531997592
0.9304262803917708,0.16370592505976475,0.24008654178392572,0.14766286328226472,0.08799886592214198,0.1527023316058226,-0.009052927590801993
0.7355819752095559,0.161700510021908,0.2003018941223063,0.10935453565452662,0.04725686974026391,0.25494259821683346,0.054789873535864744
0.9421970831216113,0.24391916915275347,0.17996119802750665,0.1603623204047601,-0.06035823041764417,0.2707505176983942,0.01268114396267428
0.8513152213474371,0.19816062224623932,0.15420258816808674,0.11256928740235829,0.06388099531022418,0.2458577779461271,0.052637981608662426
0.5013223163605256,0.2907297746665471,0.1925766033720439,0.1544408718542297,0.04085850183828918,0.14915406637127754,0.09280304417366353
0.6141586626538802,0.21913312029351167,0.12653451160911938,0.1961837252566103,0.08373903411063408,0.17018798172552563,0.04325409493480856
0.9797463467560239,0.055568561506830726,0.1894763433301221,0.17500865003625754,0.03884035119063092,0.24796789278136158,0.06523160858053739
0.6875060772323078,0.2722583986811613,0.14256330099792505,0.12834892797898526,0.032015661639099705,0.2402581579922482,0.023190599101728743
0.6443022660997128,0.3109665415106367,0.20641646045842202,0.0770343336320608,0.056198258327003564,0.1954839172733318,0.012156509627950618
0.8575068041323488,0.25095358337217627,0.2637063152148519,0.09998078856717164,-0.0881886108074966,0.24660538605971208,0.05911799890617361
0.8502724616320689,0.20791403464575736,0.19833809209192507,0.11228668888722698,0.08422132205223415,0.2022250602594685,0.01768318237570815
0.7819310164051717,0.18167272598601802,0.16529290235225402,0.21698156571749286,-0.008515335343647776,0.26777552469580296,0.011568620093687684
0.862938959372087,0.2802620145854823,0.1485871564442708,0.14210090055529476,-0.011470545497896084,0.19113175685965966,0.03506827561702021
0.685052052286393,0.25594949759729113,0.2446944885307741,0.12473263459208932,-0.08557876164834802,0.2857196034959717,0.021713431014896645
0.7157920843278784,0.24231850291850665,0.17983615279378123,0.13454178813591627,-0.013975025729382952,0.27109016413618336,0.01704845728859461
0.7188430658458176,0.2683157636521364,0.2670869529448321,0.10868871268702335,-0.058092678848746686,0.23208448094739656,0.02911839510426948
0.6995695511727082,0.21020840948376507,0.19157848004794115,0.12664636968235912,0.04973235167288912,0.23064384332103388,0.034635210868431444
0.596648947797702,0.28372309960198705,0.1401224407587549,0.16098498123474175,-0.0590025742593121,0.24034659204136327,0.10207323826586309
0.6917349549496258,0.24681497344726583,0.17099939921371526,0.17861846040582618,0.0658157458633348,0.2125537699243211,0.007551483754303458
0.8337882871792044,0.17076669031586075,0.20974744801022793,0.16476495308005665,0.08675828322644014,0.12269962155496433,0.0873878718690019
1.142019493254933,0.23263161151861067,0.1686444282821981,0.136081552012729,-0.01667878061586968,0.17749911212863073,0.031273220761186965
1.1146843733968228,0.2884407319042382,0.12692688502482083,0.19280454501446315,-0.08029821064769938,0.19021483387643598,0.016049364287567897
0.6186541890574532,0.28262166446350734,0.1729595650240192,0.08677730799338221,-0.009637529693521968,0.30673294423840913,0.03620880042893454
0.4477243051815336,0.3043124074333031,0.24343834339134446,0.14701154497403673,0.011744084541818911,0.18658014857075828,0.013241689510703217
0.6976012923678894,0.24616153324838116,0.24867081872252778,0.11203080681454014,0.05896513364440179,0.20556248380633546,-0.04944129233982529
1.042415393964715,0.2533382214520168,0.1620388445160738,0.13270732272437324,0.007361964758358638,0.14559771353543577,0.06409312481111216
1.1634182704819434,0.21286198980758791,0.22752648407319673,0.09714069399204743,0.011047970473849755,0.16729906196583066,0.010205214830457068
0.6289363640692289,0.18864452532342552,0.2999578266538251,0.13937015445033507,0.034892699268185265,0.24917111518397295,-0.04746651616357952
0.8090484374910644,0.29447343813160665,0.20010851744627428,0.09315486788163346,0.06642385566184664,0.13877999966513827,0.03022368991662744
0.5529138535653716,0.3214370299632998,0.1331325091705236,0.1592795005548915,-0.00021125422026147672,0.23157103429202536,0.008384525495268025
0.8696921405574592,0.14790940680404915,0.17877335314815607,0.15304532282322952,0.10500497803952419,0.17643967571848335,0.020298998404206264
0.8301728842842938,0.1905603246834207,0.157399301898885,0.14421518538086905,0.025305374106056933,0.2452506448999505,0.06946871632136714
1.0603004123167912,0.24555490972363364,0.10933258661478357,0.07875384292351242,0.0668027473588523,0.1663665087310941,0.10813430301682625
0.786828779682374,0.21045996353393187,0.20725867140131732,0.06262241789324041,0.033999214729491856,0.25207625801668854,0.07176771425521977
0.8088727717394512,0.3255456245056195,-0.008128578927654673,0.1486291055160327,0.04874215790252753,0.21698813568254258,0.06961415603866232
1.0051014360183146,0.06889134554941936,0.1980695733640153,0.09889269062788918,-0.013932440574629584,0.33452226246164046,0.09244125686545274
